timestamp,base_station_id,cell_id,rssi_dbm,sinr_db,throughput_mbps,latency_ms,jitter_ms,packet_loss_percent,cpu_usage_percent,memory_usage_percent,active_users,temperature_celsius,fault_status,hour,day_of_week,is_peak_hour,network_quality_score,resource_stress
2025-01-01 00:16:00,BS_022,CELL_0029,-68.44,20.32,145.63,9.85,3.08,0.7,34.68,37.12,51,48.85,Normal,0,2,0,0.8347800000000001,35.9
2025-01-01 00:17:00,BS_017,CELL_0129,-50.63,21.24,113.85,9.51,2.14,0.04,58.1,52.85,104,46.76,Normal,0,2,0,0.87178,55.475
2025-01-01 00:18:00,BS_041,CELL_0130,-107.1,-0.11,39.57,109.05,40.16,16.42,31.46,81.94,776,83.14,Faulty,0,2,0,0.1726866666666667,56.7
2025-01-01 00:19:00,BS_001,CELL_0154,-64.64,24.93,102.91,14.48,3.53,0.54,36.21,30.88,235,46.97,Normal,0,2,0,0.8148133333333333,33.545
2025-01-01 00:20:00,BS_020,CELL_0062,-71.31,24.34,122.83,5.25,3.05,0.23,22.9,69.51,90,27.14,Normal,0,2,0,0.8298399999999999,46.205
2025-01-01 00:21:00,BS_005,CELL_0195,-48.17,17.88,97.72,6.7,4.7,0.88,46.64,35.66,387,36.88,Normal,0,2,0,0.8416533333333334,41.15
2025-01-01 00:22:00,BS_017,CELL_0136,-53.14,24.11,110.89,8.63,1.37,0.9,63.62,49.04,158,48.22,Normal,0,2,0,0.8769666666666668,56.33
2025-01-01 00:23:00,BS_045,CELL_0052,-58.12,28.75,138.52,16.7,3.57,0.08,55.65,47.95,393,41.25,Normal,0,2,0,0.91032,51.8
2025-01-01 00:24:00,BS_034,CELL_0116,-71.85,18.2,124.2,15.38,3.61,0.22,26.05,40.11,223,25.53,Normal,0,2,0,0.7683333333333335,33.08
2025-01-01 00:25:00,BS_038,CELL_0057,-58.65,26.85,121.95,13.52,1.37,0.37,20.36,61.85,80,30.72,Normal,0,2,0,0.8792200000000001,41.105000000000004
2025-01-01 00:26:00,BS_022,CELL_0019,-51.07,23.62,145.57,14.47,4.18,0.5,45.71,42.53,298,30.36,Normal,0,2,0,0.91734,44.120000000000005
2025-01-01 00:27:00,BS_037,CELL_0148,-104.38,-4.76,29.36,101.25,48.21,19.31,78.85,84.41,597,48.77,Faulty,0,2,0,0.14877333333333334,81.63
2025-01-01 00:28:00,BS_023,CELL_0109,-53.42,19.71,73.51,18.92,2.71,0.97,40.56,68.87,77,41.83,Normal,0,2,0,0.7759533333333334,54.715
2025-01-01 00:29:00,BS_007,CELL_0016,-54.74,19.91,92.16,13.35,4.74,0.7,40.13,45.27,491,27.73,Normal,0,2,0,0.8085533333333333,42.7
2025-01-01 00:30:00,BS_035,CELL_0115,-99.29,2.41,30.91,237.43,30.78,18.78,25.65,84.44,938,67.01,Faulty,0,2,0,0.0,55.045
2025-01-01 00:31:00,BS_035,CELL_0004,-93.81,3.1,36.01,189.59,35.34,12.52,89.48,86.68,585,61.26,Faulty,0,2,0,0.08922,88.08000000000001
2025-01-01 00:32:00,BS_026,CELL_0016,-56.32,23.98,127.95,16.94,4.56,0.34,28.23,30.1,249,31.63,Normal,0,2,0,0.8706266666666667,29.165
2025-01-01 00:33:00,BS_030,CELL_0074,-59.38,16.63,112.91,13.14,2.15,0.59,41.15,73.08,451,38.89,Normal,0,2,0,0.7964333333333333,57.114999999999995
2025-01-01 00:34:00,BS_010,CELL_0049,-56.76,20.38,126.77,6.28,1.21,0.53,34.84,73.59,346,43.39,Normal,0,2,0,0.8642333333333334,54.215
2025-01-01 00:35:00,BS_021,CELL_0015,-105.25,4.76,25.49,214.72,43.86,16.72,24.27,67.93,935,52.43,Faulty,0,2,0,0.0,46.1
2025-01-01 00:36:00,BS_044,CELL_0061,-63.62,15.84,79.4,19.44,4.34,0.7,40.19,72.37,341,31.16,Normal,0,2,0,0.7167066666666667,56.28
2025-01-01 00:37:00,BS_040,CELL_0021,-60.32,27.84,131.38,9.2,4.82,0.74,40.96,56.27,317,32.91,Normal,0,2,0,0.8996133333333334,48.615
2025-01-01 00:38:00,BS_043,CELL_0184,-101.61,-2.52,20.68,170.94,20.43,6.74,39.92,47.2,830,57.0,Faulty,0,2,0,0.04897333333333334,43.56
2025-01-01 00:39:00,BS_049,CELL_0019,-75.56,14.59,138.62,15.55,2.9,0.1,20.47,57.95,338,49.9,Normal,0,2,0,0.7485533333333334,39.21
2025-01-01 00:40:00,BS_014,CELL_0130,-102.03,1.16,29.05,85.44,31.24,14.39,89.99,88.45,950,54.77,Faulty,0,2,0,0.23868666666666669,89.22
2025-01-01 00:41:00,BS_029,CELL_0140,-99.94,3.56,29.76,99.55,22.12,14.64,65.88,94.3,834,66.16,Faulty,0,2,0,0.2352733333333334,80.09
2025-01-01 00:42:00,BS_036,CELL_0077,-71.97,25.92,136.06,13.63,2.55,0.64,66.59,34.66,499,28.36,Normal,0,2,0,0.8377933333333334,50.625
2025-01-01 00:43:00,BS_007,CELL_0191,-91.17,-1.14,38.84,188.64,25.87,6.04,40.43,73.27,867,58.72,Faulty,0,2,0,0.09014666666666668,56.849999999999994
2025-01-01 00:44:00,BS_017,CELL_0130,-69.16,16.12,88.4,15.25,1.28,0.32,44.43,70.74,483,26.27,Normal,0,2,0,0.7175533333333334,57.584999999999994
2025-01-01 00:45:00,BS_018,CELL_0012,-58.81,28.91,134.51,17.05,2.13,0.18,20.18,64.7,376,49.49,Normal,0,2,0,0.9023800000000001,42.44
2025-01-01 00:46:00,BS_029,CELL_0142,-90.19,-0.87,21.16,173.17,30.22,18.96,62.07,46.15,983,80.32,Faulty,0,2,0,0.07739333333333336,54.11
2025-01-01 00:47:00,BS_035,CELL_0010,-50.22,21.46,135.97,16.32,1.41,0.9,61.73,56.21,125,35.74,Normal,0,2,0,0.8890400000000002,58.97
2025-01-01 00:48:00,BS_024,CELL_0011,-102.22,-4.89,37.16,90.95,29.58,19.25,35.76,53.72,552,59.15,Faulty,0,2,0,0.18766666666666668,44.739999999999995
2025-01-01 00:49:00,BS_027,CELL_0159,-51.61,24.76,128.19,11.73,2.17,0.33,57.47,71.66,171,46.62,Normal,0,2,0,0.9054266666666668,64.565
2025-01-01 00:50:00,BS_012,CELL_0106,-52.22,26.7,82.26,12.42,1.23,0.55,21.24,63.15,220,44.56,Normal,0,2,0,0.85286,42.195
2025-01-01 00:51:00,BS_043,CELL_0189,-67.78,25.95,124.44,6.52,1.34,0.7,60.54,42.01,453,42.53,Normal,0,2,0,0.85336,51.275
2025-01-01 00:52:00,BS_003,CELL_0121,-69.74,29.59,107.75,10.56,4.25,0.95,31.12,66.75,285,33.74,Normal,0,2,0,0.8389533333333334,48.935
2025-01-01 00:53:00,BS_015,CELL_0058,-58.56,28.92,83.65,12.39,1.05,0.47,21.18,38.69,218,31.97,Normal,0,2,0,0.8443733333333334,29.935
2025-01-01 00:54:00,BS_050,CELL_0072,-95.08,0.83,38.87,124.98,28.57,18.03,58.21,77.37,931,66.45,Faulty,0,2,0,0.19102,67.79
2025-01-01 00:55:00,BS_008,CELL_0067,-65.08,29.46,81.34,19.55,1.17,0.89,28.93,73.31,185,25.96,Normal,0,2,0,0.8036533333333333,51.120000000000005
2025-01-01 00:56:00,BS_023,CELL_0187,-52.16,23.72,124.97,15.44,2.82,0.63,59.32,49.64,311,27.89,Normal,0,2,0,0.8839800000000001,54.480000000000004
2025-01-01 00:57:00,BS_013,CELL_0066,-70.77,18.62,135.91,18.35,2.82,0.62,22.22,49.62,316,48.14,Normal,0,2,0,0.7843266666666666,35.92
2025-01-01 00:58:00,BS_047,CELL_0190,-59.38,17.12,145.32,19.79,3.79,0.54,56.85,38.87,270,26.75,Normal,0,2,0,0.8297133333333333,47.86
2025-01-01 00:59:00,BS_022,CELL_0160,-58.95,19.27,149.66,17.34,4.8,0.73,35.7,68.16,418,47.5,Normal,0,2,0,0.8560733333333335,51.93
2025-01-01 01:00:00,BS_043,CELL_0105,-51.19,17.14,127.78,10.71,4.88,0.84,36.31,61.37,333,28.18,Normal,1,2,0,0.8567800000000001,48.84
2025-01-01 01:01:00,BS_025,CELL_0174,-61.69,19.15,81.7,17.97,4.25,1.0,57.41,37.83,341,32.52,Normal,1,2,0,0.7519,47.62
2025-01-01 01:02:00,BS_001,CELL_0078,-59.74,15.4,153.17,14.09,1.91,0.67,34.35,49.34,346,40.17,Normal,1,2,0,0.8384133333333332,41.845
2025-01-01 01:03:00,BS_029,CELL_0114,-63.61,26.83,115.18,16.58,3.08,0.85,53.78,53.0,456,47.53,Normal,1,2,0,0.84314,53.39
2025-01-01 01:04:00,BS_011,CELL_0169,-65.38,16.49,124.07,14.3,3.82,0.21,24.24,53.2,374,40.48,Normal,1,2,0,0.78482,38.72
2025-01-01 01:05:00,BS_049,CELL_0061,-102.16,-0.63,37.12,121.79,35.42,16.75,36.85,50.95,512,46.85,Faulty,1,2,0,0.15957333333333334,43.900000000000006
2025-01-01 01:06:00,BS_040,CELL_0197,-65.48,24.28,142.29,19.24,1.59,0.93,23.64,48.65,372,39.39,Normal,1,2,0,0.8493266666666667,36.144999999999996
2025-01-01 01:07:00,BS_025,CELL_0127,-60.21,20.3,119.64,8.6,1.3,0.13,39.98,36.64,402,25.14,Normal,1,2,0,0.8365533333333334,38.31
2025-01-01 01:08:00,BS_050,CELL_0028,-67.42,19.39,142.24,12.11,3.67,0.17,58.92,39.85,461,48.95,Normal,1,2,0,0.8246800000000001,49.385000000000005
2025-01-01 01:09:00,BS_004,CELL_0143,-67.94,19.76,116.31,15.36,1.16,0.8,32.46,68.18,283,28.33,Normal,1,2,0,0.7827333333333334,50.32000000000001
2025-01-01 01:10:00,BS_034,CELL_0144,-53.59,28.24,82.9,9.15,4.22,0.75,49.77,72.75,276,40.32,Normal,1,2,0,0.8646400000000001,61.260000000000005
2025-01-01 01:11:00,BS_033,CELL_0110,-62.24,21.11,113.93,16.21,1.15,0.25,61.53,54.65,131,43.59,Normal,1,2,0,0.81076,58.09
2025-01-01 01:12:00,BS_017,CELL_0193,-61.28,21.56,84.27,11.71,3.13,0.24,32.36,58.69,442,44.44,Normal,1,2,0,0.7870733333333334,45.525
2025-01-01 01:13:00,BS_016,CELL_0071,-69.77,28.44,117.25,15.19,4.16,0.5,41.99,62.11,170,31.79,Normal,1,2,0,0.8354733333333333,52.05
2025-01-01 01:14:00,BS_035,CELL_0021,-56.41,28.09,103.22,6.91,2.14,0.36,26.92,40.41,405,28.82,Normal,1,2,0,0.8847133333333334,33.665
2025-01-01 01:15:00,BS_027,CELL_0105,-107.96,-3.47,17.38,99.28,25.6,9.28,54.94,43.42,926,61.81,Faulty,1,2,0,0.15108000000000005,49.18
2025-01-01 01:16:00,BS_038,CELL_0179,-65.41,28.21,81.08,12.87,2.64,0.98,20.98,69.63,344,34.51,Normal,1,2,0,0.8068333333333334,45.305
2025-01-01 01:17:00,BS_023,CELL_0077,-90.61,3.66,34.51,110.95,25.13,15.03,84.01,92.44,714,66.53,Faulty,1,2,0,0.2560133333333333,88.225
2025-01-01 01:18:00,BS_039,CELL_0057,-52.94,21.55,111.88,9.2,4.08,0.19,44.41,42.28,298,25.73,Normal,1,2,0,0.8623000000000001,43.345
2025-01-01 01:19:00,BS_044,CELL_0104,-67.61,23.51,100.44,13.72,1.62,0.48,56.21,67.82,115,49.52,Normal,1,2,0,0.7918133333333335,62.015
2025-01-01 01:20:00,BS_026,CELL_0152,-61.6,15.89,87.09,19.85,2.29,0.81,48.22,31.22,379,35.72,Normal,1,2,0,0.7343333333333334,39.72
2025-01-01 01:21:00,BS_012,CELL_0013,-57.69,21.55,101.4,18.94,4.32,0.97,33.01,44.73,282,33.17,Normal,1,2,0,0.8082866666666668,38.87
2025-01-01 01:22:00,BS_025,CELL_0072,-50.56,17.31,82.22,16.12,3.3,0.84,57.6,67.44,179,45.87,Normal,1,2,0,0.7888666666666666,62.519999999999996
2025-01-01 01:23:00,BS_048,CELL_0139,-67.58,28.42,124.52,12.85,2.44,0.88,22.6,72.84,164,41.25,Normal,1,2,0,0.8577133333333333,47.72
2025-01-01 01:24:00,BS_042,CELL_0011,-60.56,20.44,116.53,9.52,3.99,0.5,57.71,72.73,152,45.98,Normal,1,2,0,0.8293600000000001,65.22
2025-01-01 01:25:00,BS_016,CELL_0033,-56.29,24.7,86.11,19.1,3.51,0.33,43.68,35.15,161,36.63,Normal,1,2,0,0.8154600000000001,39.415
2025-01-01 01:26:00,BS_024,CELL_0043,-97.6,0.33,36.82,174.63,24.55,9.68,92.28,79.51,898,77.77,Faulty,1,2,0,0.09227333333333335,85.89500000000001
2025-01-01 01:27:00,BS_007,CELL_0149,-62.96,25.65,81.0,13.55,4.05,0.88,21.28,44.04,396,47.7,Normal,1,2,0,0.7983,32.66
2025-01-01 01:28:00,BS_046,CELL_0051,-56.01,17.66,105.43,15.83,3.88,0.64,23.8,61.08,371,31.07,Normal,1,2,0,0.8013266666666667,42.44
2025-01-01 01:29:00,BS_020,CELL_0176,-63.66,20.13,94.11,18.63,3.33,0.4,50.02,35.45,339,44.57,Normal,1,2,0,0.7669800000000001,42.735
2025-01-01 01:30:00,BS_028,CELL_0170,-62.13,24.65,82.39,18.08,4.73,0.57,38.53,52.77,224,25.32,Normal,1,2,0,0.7883666666666668,45.650000000000006
2025-01-01 01:31:00,BS_032,CELL_0028,-57.83,17.16,120.62,14.1,2.7,0.74,41.68,46.3,474,36.49,Normal,1,2,0,0.8142266666666668,43.989999999999995
2025-01-01 01:32:00,BS_012,CELL_0188,-98.17,-1.01,11.64,120.22,44.09,5.07,68.78,73.88,970,66.53,Faulty,1,2,0,0.16552666666666668,71.33
2025-01-01 01:33:00,BS_028,CELL_0188,-61.14,20.64,125.96,18.8,2.39,0.35,49.62,44.5,175,45.77,Normal,1,2,0,0.8226866666666668,47.06
2025-01-01 01:34:00,BS_029,CELL_0063,-105.51,-0.48,14.23,101.17,34.95,11.28,62.74,76.75,672,46.15,Faulty,1,2,0,0.16883333333333334,69.745
2025-01-01 01:35:00,BS_012,CELL_0125,-52.24,19.33,133.51,14.48,1.05,0.66,30.61,65.9,224,31.99,Normal,1,2,0,0.86764,48.255
2025-01-01 01:36:00,BS_018,CELL_0143,-68.54,26.22,91.98,18.47,1.82,0.19,20.51,72.66,93,31.03,Normal,1,2,0,0.7859600000000001,46.585
2025-01-01 01:37:00,BS_036,CELL_0195,-56.21,13.91,132.57,11.8,3.1,0.44,32.02,51.42,414,37.27,Normal,1,2,0,0.8201733333333334,41.72
2025-01-01 01:38:00,BS_006,CELL_0076,-53.51,30.13,112.49,9.06,3.58,0.41,31.08,61.13,206,41.6,Normal,1,2,0,0.9178733333333334,46.105000000000004
2025-01-01 01:39:00,BS_036,CELL_0136,-70.51,18.82,90.06,15.08,1.08,0.1,37.19,74.85,331,33.27,Normal,1,2,0,0.7331466666666666,56.019999999999996
2025-01-01 01:40:00,BS_018,CELL_0079,-66.59,17.57,133.64,17.84,4.32,0.4,32.57,35.43,148,32.89,Normal,1,2,0,0.7924800000000001,34.0
2025-01-01 01:41:00,BS_049,CELL_0177,-63.48,27.19,85.53,6.28,1.83,0.03,29.26,39.74,297,31.91,Normal,1,2,0,0.8287666666666668,34.5
2025-01-01 01:42:00,BS_049,CELL_0135,-54.02,18.85,106.93,10.7,3.36,0.27,49.84,74.12,476,29.85,Normal,1,2,0,0.83022,61.980000000000004
2025-01-01 01:43:00,BS_012,CELL_0078,-109.3,-0.64,18.83,257.53,42.91,16.97,61.5,78.36,564,70.51,Faulty,1,2,0,0.0,69.93
2025-01-01 01:44:00,BS_007,CELL_0004,-52.02,20.6,135.88,17.0,2.7,0.02,48.7,51.12,275,33.52,Normal,1,2,0,0.8763866666666668,49.91
2025-01-01 01:45:00,BS_017,CELL_0123,-65.73,27.72,144.02,12.89,1.69,0.27,25.7,32.94,301,26.85,Normal,1,2,0,0.8875866666666667,29.32
2025-01-01 01:46:00,BS_004,CELL_0039,-64.01,24.3,133.93,17.45,1.83,0.01,27.46,55.33,205,27.13,Normal,1,2,0,0.8496133333333333,41.394999999999996
2025-01-01 01:47:00,BS_036,CELL_0196,-106.49,4.14,22.56,125.98,35.57,5.7,64.71,74.01,897,65.9,Faulty,1,2,0,0.16836,69.36
2025-01-01 01:48:00,BS_029,CELL_0077,-64.65,25.15,79.04,14.05,1.98,0.39,63.01,74.55,206,39.22,Normal,1,2,0,0.7855733333333332,68.78
2025-01-01 01:49:00,BS_048,CELL_0026,-95.62,-2.03,26.99,137.13,39.91,19.05,35.58,51.61,838,48.25,Faulty,1,2,0,0.12761333333333336,43.595
2025-01-01 01:50:00,BS_036,CELL_0020,-104.43,-2.85,10.94,195.94,37.85,13.12,22.45,55.85,644,73.12,Faulty,1,2,0,0.0,39.15
2025-01-01 01:51:00,BS_044,CELL_0060,-60.14,25.72,100.26,16.56,1.43,0.08,66.2,65.45,370,39.74,Normal,1,2,0,0.8313066666666667,65.825
2025-01-01 01:52:00,BS_013,CELL_0109,-61.45,26.56,134.72,15.42,2.09,0.59,25.74,40.12,126,47.71,Normal,1,2,0,0.8788733333333334,32.93
2025-01-01 01:53:00,BS_005,CELL_0016,-50.89,17.66,149.32,11.69,1.74,0.54,28.3,43.84,433,45.61,Normal,1,2,0,0.8888066666666667,36.07
2025-01-01 01:54:00,BS_029,CELL_0032,-53.99,28.17,98.52,12.34,1.88,0.99,43.43,43.68,256,48.57,Normal,1,2,0,0.8765400000000001,43.555
2025-01-01 01:55:00,BS_032,CELL_0113,-66.47,24.2,144.23,5.51,3.79,0.3,24.02,31.79,271,43.36,Normal,1,2,0,0.87614,27.905
2025-01-01 01:56:00,BS_002,CELL_0024,-63.56,27.66,80.2,13.94,1.92,0.12,31.45,60.34,490,39.38,Normal,1,2,0,0.8089733333333333,45.895
2025-01-01 01:57:00,BS_049,CELL_0173,-61.14,24.39,85.91,9.73,3.16,0.79,61.07,55.93,440,43.91,Normal,1,2,0,0.8115466666666667,58.5
2025-01-01 01:58:00,BS_042,CELL_0114,-63.56,14.85,147.95,5.32,4.5,0.53,65.8,38.17,349,35.9,Normal,1,2,0,0.8303266666666668,51.985
2025-01-01 01:59:00,BS_006,CELL_0121,-57.24,23.89,139.06,19.76,4.07,0.42,37.4,45.0,393,27.61,Normal,1,2,0,0.8753599999999999,41.2
2025-01-01 02:00:00,BS_027,CELL_0178,-102.91,-2.13,18.89,108.03,21.26,5.27,69.69,62.02,889,67.0,Faulty,2,2,0,0.1727466666666667,65.855
2025-01-01 02:01:00,BS_021,CELL_0065,-50.81,22.4,105.83,15.19,1.87,0.95,36.16,73.66,256,46.62,Normal,2,2,0,0.8549200000000001,54.91
2025-01-01 02:02:00,BS_001,CELL_0169,-50.77,22.5,124.38,7.51,4.96,0.23,63.47,50.79,77,29.69,Normal,2,2,0,0.8972800000000001,57.129999999999995
2025-01-01 02:03:00,BS_049,CELL_0128,-60.48,19.07,92.58,7.8,4.12,0.35,51.27,64.2,154,31.68,Normal,2,2,0,0.7923533333333335,57.735
2025-01-01 02:04:00,BS_019,CELL_0113,-96.08,-3.46,34.47,106.93,26.71,13.05,56.35,41.59,822,69.35,Faulty,2,2,0,0.19861333333333336,48.97
2025-01-01 02:05:00,BS_011,CELL_0080,-98.14,0.8,12.74,185.3,27.97,6.94,61.42,45.13,930,81.52,Faulty,2,2,0,0.04527999999999999,53.275000000000006
2025-01-01 02:06:00,BS_008,CELL_0166,-52.58,28.54,133.45,17.14,3.62,0.55,61.61,52.43,416,32.3,Normal,2,2,0,0.9224999999999999,57.019999999999996
2025-01-01 02:07:00,BS_027,CELL_0124,-56.99,22.42,91.62,8.3,3.73,0.08,69.01,40.97,332,28.62,Normal,2,2,0,0.8269066666666667,54.99
2025-01-01 02:08:00,BS_039,CELL_0131,-100.39,0.92,34.74,121.74,40.34,13.49,30.24,43.84,895,76.6,Faulty,2,2,0,0.1804333333333334,37.04
2025-01-01 02:09:00,BS_033,CELL_0069,-63.02,28.69,141.15,14.88,4.4,0.87,61.03,42.73,202,45.94,Normal,2,2,0,0.8958866666666667,51.879999999999995
2025-01-01 02:10:00,BS_043,CELL_0126,-55.29,26.12,91.84,18.21,4.49,0.03,63.26,50.09,297,33.63,Normal,2,2,0,0.8389466666666667,56.675
2025-01-01 02:11:00,BS_035,CELL_0097,-62.92,26.2,84.45,17.27,4.33,0.51,42.77,44.48,146,49.52,Normal,2,2,0,0.8000266666666667,43.625
2025-01-01 02:12:00,BS_025,CELL_0060,-97.32,0.4,33.4,92.84,42.83,13.12,50.81,57.5,742,73.21,Faulty,2,2,0,0.24600000000000002,54.155
2025-01-01 02:13:00,BS_025,CELL_0170,-49.25,19.68,125.25,18.98,1.41,0.94,59.62,59.34,127,37.38,Normal,2,2,0,0.8613599999999999,59.480000000000004
2025-01-01 02:14:00,BS_033,CELL_0152,-103.98,2.08,12.02,149.86,30.38,14.31,27.53,86.48,551,66.04,Faulty,2,2,0,0.0856333333333333,57.005
2025-01-01 02:15:00,BS_047,CELL_0037,-65.95,28.01,145.37,19.53,4.0,0.13,40.5,59.47,129,26.87,Normal,2,2,0,0.8774400000000001,49.985
2025-01-01 02:16:00,BS_017,CELL_0087,-60.77,28.94,113.37,11.77,1.65,0.79,51.16,47.89,91,46.29,Normal,2,2,0,0.8758933333333334,49.525
2025-01-01 02:17:00,BS_035,CELL_0098,-67.05,25.11,135.05,9.1,4.8,0.15,67.71,58.21,438,37.2,Normal,2,2,0,0.8607666666666667,62.959999999999994
2025-01-01 02:18:00,BS_040,CELL_0018,-64.19,17.86,156.1,11.14,4.58,0.23,31.74,60.8,197,49.94,Normal,2,2,0,0.8477000000000001,46.269999999999996
2025-01-01 02:19:00,BS_028,CELL_0026,-51.57,22.55,150.99,7.78,4.47,0.78,58.02,61.68,101,36.09,Normal,2,2,0,0.9282533333333334,59.85
2025-01-01 02:20:00,BS_002,CELL_0012,-64.72,14.81,153.46,14.25,4.19,0.48,36.22,32.53,233,34.37,Normal,2,2,0,0.8150066666666667,34.375
2025-01-01 02:21:00,BS_034,CELL_0106,-105.99,-0.08,11.93,149.84,28.07,16.96,79.44,49.35,540,69.38,Faulty,2,2,0,0.057813333333333355,64.395
2025-01-01 02:22:00,BS_044,CELL_0062,-66.96,22.59,84.74,6.09,2.57,0.48,44.88,56.24,168,36.53,Normal,2,2,0,0.7826066666666667,50.56
2025-01-01 02:23:00,BS_017,CELL_0171,-107.45,-4.6,24.42,187.65,27.26,28.19,31.85,64.3,676,84.51,Faulty,2,2,0,0.0,48.075
2025-01-01 02:24:00,BS_028,CELL_0177,-107.15,-0.01,28.54,164.3,36.79,5.15,83.4,50.96,696,79.13,Faulty,2,2,0,0.0704866666666666,67.18
2025-01-01 02:25:00,BS_025,CELL_0147,-103.47,0.18,12.64,122.08,21.0,6.18,42.19,78.46,511,84.12,Faulty,2,2,0,0.14765333333333333,60.324999999999996
2025-01-01 02:26:00,BS_018,CELL_0003,-61.21,18.39,124.35,15.34,4.2,0.2,48.3,60.86,431,49.34,Normal,2,2,0,0.8124800000000001,54.58
2025-01-01 02:27:00,BS_048,CELL_0128,-67.58,29.68,88.89,13.12,3.84,0.87,61.64,70.63,447,44.97,Normal,2,2,0,0.8180866666666666,66.13499999999999
2025-01-01 02:28:00,BS_023,CELL_0057,-69.47,30.16,119.32,17.26,2.81,0.64,51.83,57.94,397,43.89,Normal,2,2,0,0.84648,54.885
2025-01-01 02:29:00,BS_044,CELL_0036,-67.32,15.33,97.18,7.39,4.49,0.22,51.41,70.65,380,25.99,Normal,2,2,0,0.7472733333333335,61.03
2025-01-01 02:30:00,BS_003,CELL_0149,-54.61,26.4,90.88,19.95,4.9,0.65,38.24,35.91,201,33.17,Normal,2,2,0,0.8375333333333334,37.075
2025-01-01 02:31:00,BS_013,CELL_0034,-69.52,17.03,91.91,11.94,4.47,0.73,59.33,69.44,237,38.27,Normal,2,2,0,0.7326600000000001,64.38499999999999
2025-01-01 02:32:00,BS_011,CELL_0066,-53.18,16.68,140.5,13.68,2.75,0.73,65.7,72.49,462,32.38,Normal,2,2,0,0.8569933333333333,69.095
2025-01-01 02:33:00,BS_008,CELL_0120,-49.03,22.71,96.25,13.89,4.65,0.21,68.14,36.33,165,46.5,Normal,2,2,0,0.8554133333333334,52.235
2025-01-01 02:34:00,BS_026,CELL_0143,-54.89,28.61,98.44,8.56,4.89,0.18,38.29,65.58,57,31.61,Normal,2,2,0,0.8849466666666668,51.935
2025-01-01 02:35:00,BS_024,CELL_0173,-105.06,3.71,23.36,141.78,30.78,13.89,39.66,60.96,826,82.61,Faulty,2,2,0,0.1243,50.31
2025-01-01 02:36:00,BS_015,CELL_0121,-120.57,-1.09,39.08,189.05,39.7,19.45,36.6,43.48,921,63.57,Faulty,2,2,0,0.0,40.04
